Year,Month,EildonInflow,Reach1,Reach2,Reach3,Reach4
1930,10,323515.00,43860.08,55792.88,10903.86,14139.00
1930,11,136324.00,31449.05,35734.65,106277.60,73435.77
1930,12,167713.00,66973.39,99386.67,9030.65,13101.00
1931,1,62981.00,43551.51,29309.04,3877.42,8849.00
1931,2,25800.00,16865.11,9193.80,11024.50,14463.00
1931,3,52301.00,17072.06,18737.07,12442.05,14859.00
1931,4,56356.00,12445.02,31620.87,82663.75,63040.56
1931,5,180057.00,50462.68,130553.81,247611.97,213431.00
1931,6,458982.00,135812.15,209482.03,139387.40,107271.90
1931,7,526084.00,87952.94,93617.90,71079.69,51821.64
1931,8,455693.00,120927.65,107407.77,109708.11,82579.89
1931,9,410687.00,120752.84,108078.75,17255.18,16749.00
1931,10,125985.00,35211.35,31616.21,16930.74,16678.00
1931,11,84942.00,24235.10,26548.01,4431.32,9354.00
1931,12,54173.00,11450.61,10723.07,1516.11,6821.00
1932,1,38503.00,1334.31,823.98,723.00,5538.00
1932,2,37460.00,0.00,698.81,2499.80,7232.00
1932,3,74629.00,1179.95,11061.83,56781.47,42652.23
1932,4,235498.00,44113.70,46088.66,5585.94,10492.00
1932,5,70236.00,26912.12,26202.15,85569.48,65195.14
1932,6,265147.00,82467.71,61890.61,101186.16,70698.29
1932,7,268721.00,109758.62,103602.34,130925.02,100803.31
1932,8,313896.00,85069.73,129846.50,116833.15,87930.34
1932,9,308108.00,84291.68,96808.23,27954.00,22917.00
1932,10,237518.00,15198.58,15436.21,12972.80,14926.00
1932,11,89085.00,29459.73,18317.92,3386.69,8597.00
1932,12,61160.00,12351.15,7845.42,1850.15,7026.00
1933,1,48421.00,2787.94,1541.65,367.25,4792.00
1933,2,32115.00,457.85,418.70,70.68,2759.00
1933,3,20537.00,2713.56,1442.86,222.35,3770.00
1933,4,10127.00,5342.00,4776.90,1112.72,6099.00
1933,5,20575.00,10711.22,7232.08,3394.32,8651.00
1933,6,60437.00,20349.99,22790.37,76516.45,60365.87
1933,7,217566.00,41967.78,59896.68,60782.14,46082.54
1933,8,212543.00,60039.44,48693.41,71766.65,52332.33
1933,9,359213.00,108027.87,81948.54,27431.54,22498.00
1933,10,193162.00,66061.30,35127.31,8524.94,12590.00
1933,11,58625.00,19818.94,8718.51,11663.03,14754.00
1933,12,86567.00,22210.65,29312.38,17201.50,17078.00
1934,1,58462.00,24632.36,31942.83,1616.31,6709.00
1934,2,33550.00,4592.20,3236.05,427.76,4649.00
1934,3,22751.00,6049.93,3843.72,1985.19,6984.00
1934,4,35634.00,13447.44,9658.05,1267.34,6330.00
1934,5,21907.00,15586.77,5200.80,452.77,5052.00
1934,6,16889.00,11766.77,6631.14,6786.35,11272.00
1934,7,151372.00,35528.04,18432.70,20242.55,18561.00
1934,8,171990.00,54469.69,28362.36,7531.68,11943.00
1934,9,91894.00,34430.53,26281.55,68600.18,49332.44
1934,10,319396.00,72655.80,100518.20,161400.40,116543.52
1934,11,293123.00,90840.42,77924.18,59801.60,43825.77
1934,12,281445.00,134823.88,153874.05,8493.21,12557.00
1935,1,31113.00,28685.80,24287.66,2701.60,7832.00
1935,2,40104.00,16894.37,7723.30,734.32,5161.00
1935,3,29144.00,13982.72,8698.97,21006.55,18723.00
1935,4,130025.00,32431.40,29509.73,18010.37,18008.00
1935,5,135054.00,60376.03,53376.62,31889.43,28468.00
1935,6,203463.00,74879.66,54732.27,159488.05,113991.24
1935,7,344846.00,137448.09,100371.23,103743.00,72465.03
1935,8,431946.00,166881.39,107077.31,72930.58,53789.69
1935,9,269738.00,73260.91,79920.22,22779.54,19762.00
1935,10,128009.00,41917.90,42243.75,6673.97,10552.00
1935,11,69322.00,30568.85,19568.69,1093.05,6010.00
1935,12,28076.00,22640.91,15434.92,945.05,5989.00
1936,1,7252.00,22619.19,14455.08,452.10,4679.00
1936,2,3608.00,9987.51,7482.14,177.98,3374.00
1936,3,170.00,7269.16,7418.42,566.88,4742.00
1936,4,18757.00,13959.56,7727.47,254.87,4376.00
1936,5,21138.00,8240.14,7383.61,10374.83,14375.00
1936,6,68058.00,15122.50,15951.91,44396.31,39315.11
1936,7,212716.00,45358.88,45914.28,71469.26,52900.19
1936,8,598965.00,88241.12,61771.36,30584.11,26953.00
1936,9,180556.00,49036.15,39447.38,12930.97,14809.00
1936,10,93587.00,27593.39,16582.02,4216.64,9352.00
1936,11,88005.00,37240.65,17132.38,3952.15,9078.00
1936,12,86389.00,27240.12,12801.89,1966.39,7186.00
1937,1,49271.00,24859.69,12378.67,411.01,4638.00
1937,2,17438.00,15003.31,5711.64,122.87,3119.00
1937,3,2335.00,14295.27,5132.25,124.70,3224.00
1937,4,9816.00,15304.58,5742.75,355.04,4650.00
1937,5,22509.00,15475.67,6492.74,600.92,5367.00
1937,6,28804.00,8093.30,4165.94,1175.47,6177.00
1937,7,43421.00,16642.81,9151.56,7861.99,12414.00
1937,8,92134.00,27310.07,13661.45,11065.61,14622.00
1937,9,198934.00,39534.83,18361.12,14037.39,15750.00
1937,10,112389.00,30957.54,42466.46,2456.44,7558.00
1937,11,45834.00,21278.69,5714.80,362.25,4723.00
1937,12,8975.00,16064.88,5514.38,291.36,4478.00
1938,1,3353.00,9365.64,3275.35,104.57,3612.00
1938,2,2794.00,9504.99,3320.91,45.84,2882.00
1938,3,0.00,6702.15,3801.53,518.88,5192.00
1938,4,12508.00,8256.05,3816.42,216.36,4122.00
1938,5,19750.00,8155.36,4057.40,6794.16,11320.00
1938,6,83241.00,22381.78,9604.60,1836.26,6944.00
1938,7,115695.00,27676.28,11192.06,4497.15,9375.00
1938,8,97298.00,25368.19,9606.55,1452.48,6538.00
1938,9,96763.00,22887.31,4415.34,207.50,3976.00
1938,10,26024.00,11411.51,1973.85,290.17,4465.00
1938,11,3998.00,8347.20,1857.48,75.62,3384.00
1938,12,2222.00,3882.40,1276.77,171.61,3883.00
1939,1,0.00,2703.34,1596.59,5918.48,10875.00
1939,2,73024.00,7912.50,14203.37,5426.34,10211.00
1939,3,98121.00,14206.32,38701.27,111388.76,84159.57
1939,4,233559.00,33011.09,47924.98,17069.25,16809.00
1939,5,110773.00,32079.78,61333.36,124012.70,98540.85
1939,6,282537.00,77583.88,82173.40,35272.15,29037.32
1939,7,205256.00,60991.72,101289.24,242793.46,209062.00
1939,8,749261.00,151012.41,179951.77,68592.93,49217.10
1939,9,486458.00,169355.63,133961.56,32706.85,28415.00
1939,10,247195.00,89450.10,54230.53,14086.63,15619.00
1939,11,130181.00,44502.45,38428.51,6448.03,10948.00
1939,12,78877.00,33586.24,22624.66,1512.29,6733.00
1940,1,21882.00,21807.52,13375.22,462.91,5127.00
1940,2,7474.00,12983.34,9194.43,228.30,3701.00
1940,3,2678.00,14166.50,10549.11,1259.78,5852.00
1940,4,8994.00,11382.18,9626.27,2095.37,7322.00
1940,5,26535.00,10744.97,9569.40,3571.47,8744.00
1940,6,46993.00,16326.49,10678.69,7458.92,12101.00
1940,7,97070.00,30136.53,14812.32,4856.65,9950.00
1940,8,99234.00,34195.77,13832.21,4898.59,10025.00
1940,9,89633.00,21608.82,22654.61,572.19,5011.00
1940,10,40113.00,22413.22,12276.64,599.17,5354.00
1940,11,31052.00,17994.15,11305.19,1438.95,6487.00
1940,12,17733.00,14815.17,6041.00,512.98,5148.00
1941,1,75032.00,10128.98,12671.46,208.25,3694.00
1941,2,7627.00,9252.30,6041.54,949.48,5902.00
1941,3,52713.00,18033.97,9550.50,76.05,3559.00
1941,4,19048.00,15605.98,5509.68,944.54,5952.00
1941,5,16900.00,10565.61,7223.86,15083.83,16723.00
1941,6,62382.00,28286.54,17390.73,8793.56,12965.00
1941,7,212764.00,47867.11,19648.16,8704.77,12594.00
1941,8,164339.00,47388.87,25811.20,8550.99,12481.00
1941,9,136996.00,37306.50,21813.34,3729.64,8656.00
1941,10,189804.00,40540.00,34180.02,6337.74,10758.00
1941,11,49919.00,25254.46,16281.78,2231.21,7562.00
1941,12,34583.00,17094.90,28323.75,1112.43,6135.00
1942,1,11553.00,16486.88,8610.41,1190.06,6232.00
1942,2,4208.00,11671.35,8065.83,803.68,5659.00
1942,3,2520.00,8370.02,8365.35,4706.80,9625.00
1942,4,12620.00,5003.70,12097.26,38516.20,30973.16
1942,5,243669.00,43004.02,55225.34,90474.74,66742.45
1942,6,285464.00,57311.74,49076.76,13094.17,14989.00
1942,7,547042.00,125906.44,96654.60,92491.71,68213.07
1942,8,319072.00,78386.23,50452.16,47201.70,37589.53
1942,9,457056.00,127501.79,84611.09,14209.64,15711.00
1942,10,159735.00,50318.26,45206.09,7510.51,12102.00
1942,11,102664.00,18160.63,18758.84,1633.85,6834.00
1942,12,77378.00,6526.14,7352.93,1095.21,6058.00
1943,1,40482.00,2170.85,3974.65,868.92,5877.00
1943,2,38316.00,0.00,301.12,223.84,3642.00
1943,3,28572.00,0.00,514.03,1097.82,5567.00
1943,4,77740.00,2698.19,3377.95,1256.63,6286.00
1943,5,59727.00,2285.33,4357.50,12741.85,15206.00
1943,6,118548.00,10466.24,8201.66,9422.84,13897.00
1943,7,274799.00,42313.17,16086.59,7904.61,12476.00
1943,8,232210.00,71940.86,16421.10,21708.00,19508.00
1943,9,277246.00,71623.89,27882.79,7154.31,11213.00
1943,10,123892.00,54141.46,14306.78,4425.80,9478.00
1943,11,85282.00,4352.01,4174.36,954.92,6005.00
1943,12,51178.00,39.00,1792.68,208.35,4023.00
1944,1,11582.00,6136.36,2096.40,105.88,3642.00
1944,2,1436.00,6100.00,1856.37,177.45,3867.00
1944,3,16314.00,2433.15,2602.05,7025.93,11459.00
1944,4,16406.00,10759.34,6452.00,7100.74,11531.00
1944,5,176800.00,45115.54,20264.54,13983.11,16077.00
1944,6,123251.00,35989.49,15404.57,8654.71,12691.00
1944,7,223609.00,45380.23,19850.18,4478.19,9091.00
1944,8,129419.00,31576.71,8395.56,2254.10,7590.00
1944,9,68265.00,6784.66,4744.85,1817.27,6883.00
1944,10,58154.00,7748.92,6731.25,1125.30,6193.00
1944,11,43313.00,7232.18,4561.72,725.01,5417.00
1944,12,38316.00,0.00,817.97,368.48,4820.00
1945,1,58852.00,0.00,394.76,147.28,3819.00
1945,2,31052.00,0.00,692.84,174.29,3817.00
1945,3,4072.00,0.00,530.83,173.15,3909.00
1945,4,11401.00,0.00,165.99,4.55,2264.00
1945,5,11992.00,164.83,1801.27,4151.56,9225.00
1945,6,53143.00,12402.92,4218.59,8023.87,12611.00
1945,7,64509.00,10396.00,7612.06,26107.83,22131.00
1945,8,352552.00,47490.86,31796.21,519.38,4778.00
1945,9,217346.00,41751.94,16119.46,4835.51,9628.00
1945,10,107234.00,19345.26,13178.06,3584.60,8715.00
1945,11,170751.00,22109.24,15943.30,1415.85,6437.00
1945,12,65059.00,0.00,1363.21,1185.40,6257.00
1946,1,29740.00,5011.85,1853.79,5054.04,10002.00
1946,2,25582.00,16198.29,8088.29,3586.12,8666.00
1946,3,66358.00,17815.99,5549.90,413.68,4860.00
1946,4,36978.00,16417.73,5728.51,2730.89,8011.00
1946,5,41004.00,10538.92,3976.13,3733.44,8815.00
1946,6,96190.00,22032.85,9939.73,16822.15,16274.00
1946,7,412756.00,54559.90,24384.61,22622.01,19635.00
1946,8,381821.00,73135.73,49464.28,7989.86,12009.00
1946,9,159919.00,50301.27,18852.17,8811.04,13236.00
1946,10,138744.00,40540.67,28670.57,5925.60,10849.00
1946,11,113572.00,27544.71,12533.55,2076.98,7267.00
1946,12,62261.00,14692.17,4177.13,213.64,4098.00
1947,1,37736.00,3903.98,1251.72,455.70,5079.00
1947,2,16254.00,2670.27,636.09,294.64,4409.00
1947,3,36370.00,6215.51,1277.25,251.18,4364.00
1947,4,29446.00,5359.55,2297.23,885.67,5946.00
1947,5,17834.00,8204.82,5210.03,5119.10,10194.00
1947,6,134464.00,15449.89,4815.85,7958.12,12516.00
1947,7,456897.00,58697.16,18723.77,39561.90,31393.05
1947,8,368265.00,106994.73,43996.35,37221.63,29486.50
1947,9,236238.00,75105.84,54158.82,24905.08,20553.00
1947,10,295585.00,82650.86,58318.57,16895.24,16340.00
1947,11,198634.00,63536.81,46091.49,12306.92,14677.00
1947,12,114572.00,31529.08,16428.73,1988.15,7176.00
1948,1,65013.00,15747.72,6018.32,450.97,5026.00
1948,2,38708.00,8745.35,4006.36,515.64,4802.00
1948,3,6661.00,13006.86,6998.26,2216.40,7081.00
1948,4,32879.00,9667.34,6829.39,14319.87,16398.00
1948,5,125594.00,7316.37,2492.59,17867.08,17930.00
1948,6,172267.00,22175.31,6999.98,9425.23,13900.00
1948,7,183882.00,29242.17,11722.43,20026.38,18377.00
1948,8,208531.00,27781.12,7728.73,7327.94,11946.00
1948,9,179165.00,48221.55,29328.12,14015.31,15889.00
1948,10,156862.00,41551.21,18157.48,5610.81,10671.00
1948,11,253829.00,66272.49,41168.13,4248.67,9223.00
1948,12,71156.00,21210.68,5213.11,602.40,5377.00
1949,1,38355.00,8285.77,3382.94,5935.09,10864.00
1949,2,17222.00,8083.22,2256.51,1634.95,6343.00
1949,3,50744.00,8745.95,2281.72,449.39,4802.00
1949,4,9793.00,15600.95,11176.94,1982.24,7198.00
1949,5,34940.00,7968.22,4808.95,4810.27,9813.00
1949,6,76364.00,0.00,1263.72,11078.95,14601.00
1949,7,155494.00,22546.82,7741.17,5877.77,10808.00
1949,8,145788.00,13059.61,3963.55,17095.70,17117.00
1949,9,167475.00,21765.84,24891.87,116570.30,89771.96
1949,10,222114.00,39415.22,48225.88,39427.76,32763.74
1949,11,335498.00,99175.78,130411.86,3111.19,7711.00
1949,12,88660.00,28273.68,34259.28,1181.79,6156.00
1950,1,27852.00,14122.12,14497.62,35133.77,29238.37
1950,2,33657.00,3779.43,3027.81,20516.91,18223.00
1950,3,109754.00,24233.56,19932.08,1954.13,6780.00
1950,4,92350.00,0.00,1176.76,4219.97,9322.00
1950,5,87683.00,0.00,1155.14,12694.72,15155.00
1950,6,64921.00,0.00,2275.12,25388.45,21516.00
1950,7,157378.00,26738.51,26065.43,29302.05,26394.00
1950,8,156291.00,27462.26,18867.07,27144.71,22850.00
1950,9,218624.00,43718.39,46348.44,20601.08,18470.00
1950,10,150877.00,33209.90,40289.73,5127.55,9792.00
1950,11,115873.00,28861.80,35693.94,1817.88,6886.00
1950,12,39411.00,16279.44,11521.07,2103.47,7381.00
1951,1,14686.00,8714.69,8539.56,215.75,4106.00
1951,2,32630.00,0.00,56.93,176.92,3469.00
1951,3,18592.00,0.00,743.98,3081.57,7894.00
1951,4,44085.00,5986.10,13997.68,70174.51,51529.28
1951,5,159224.00,34198.46,31972.22,87461.58,66704.13
1951,6,197590.00,42592.66,62960.99,154750.30,110830.17
1951,7,535007.00,110230.35,101207.98,46948.68,37329.69
1951,8,364200.00,113637.49,127979.15,11107.24,14143.00
1951,9,151368.00,43631.53,41047.44,17142.34,16629.00
1951,10,223092.00,38290.12,16119.45,7171.13,11674.00
1951,11,87297.00,31000.16,29578.64,3585.21,8737.00
1951,12,37527.00,25336.72,24474.82,319.49,4390.00
1952,1,0.00,25579.46,30482.18,11.60,2167.00
1952,2,0.00,11645.03,13149.05,147.24,3194.00
1952,3,0.00,11296.80,16441.35,604.06,4909.00
1952,4,3433.00,14613.25,21896.78,60782.50,44939.76
1952,5,88386.00,24499.10,31866.22,156887.43,115223.78
1952,6,730223.00,137798.82,95592.55,70651.82,50671.17
1952,7,524808.00,157487.08,202517.47,109071.31,82104.06
1952,8,270996.00,112960.19,88815.75,50579.21,41804.37
1952,9,373732.00,124384.47,158420.59,131070.51,100898.94
1952,10,255064.00,78507.09,77059.60,120798.22,92812.11
1952,11,356057.00,132058.17,191055.03,22938.62,19859.00
1952,12,215831.00,97333.29,128310.98,6410.56,10453.00
1953,1,25843.00,41846.65,28722.40,857.52,5688.00
1953,2,13298.00,25074.07,13351.64,1252.54,5834.00
1953,3,0.00,17824.02,12277.98,3109.49,7798.00
1953,4,0.00,15585.35,11609.25,4820.10,9846.00
1953,5,20290.00,20483.86,8278.98,24343.09,20669.00
1953,6,89430.00,31483.11,29331.74,121382.26,93544.60
1953,7,360605.00,72947.25,46552.52,61359.53,45301.85
1953,8,362579.00,115974.32,157633.88,164138.79,118565.68
1953,9,322050.00,90551.38,103085.94,83333.29,63150.52
1953,10,470206.00,140190.77,158035.30,20789.09,18462.00
1953,11,213906.00,89768.29,93359.21,5176.81,9707.00
1953,12,49709.00,29554.47,18906.97,2967.30,8169.00
1954,1,25270.00,16311.89,7861.50,287.51,4436.00
1954,2,13621.00,13935.84,9029.89,1112.72,5609.00
1954,3,0.00,9792.06,11798.77,2967.02,7660.00
1954,4,12255.00,11590.41,6148.97,3771.06,8833.00
1954,5,41111.00,15417.06,8072.51,1995.76,7277.00
1954,6,112824.00,20330.02,6580.36,5604.69,10624.00
1954,7,105000.00,25406.76,13913.60,31593.08,28402.00
1954,8,229867.00,34182.99,16166.83,1281.51,6368.00
1954,9,171473.00,35993.57,31936.23,41915.66,32469.40
1954,10,42931.00,24535.17,35127.09,109104.03,82442.57
1954,11,187090.00,47037.14,56598.21,6469.07,10707.00
1954,12,248272.00,66313.94,99124.51,10274.39,13816.00
1955,1,13393.00,29702.00,37550.00,3394.32,8648.00
1955,2,18005.00,23102.00,20687.00,601.11,5159.00
1955,3,13168.00,20610.00,20104.00,1952.02,6905.00
1955,4,3329.00,16028.00,19138.00,9565.58,14091.00
1955,5,43140.00,21280.00,28932.00,58961.43,44998.82
1955,6,173777.00,47488.00,73977.00,178344.89,138668.12
1955,7,342173.00,82146.00,115688.00,215225.51,185441.00
1955,8,932861.00,209825.00,190000.00,116343.59,89490.78
1955,9,472430.00,180320.00,163631.00,28625.98,23455.00
1955,10,398591.00,113084.00,90778.00,6433.29,10487.00
1955,11,158454.00,57332.00,31301.00,12286.62,14684.00
1955,12,72484.00,39120.00,28552.00,4159.57,9241.00
1956,1,206404.00,64292.00,66977.00,3745.45,8342.00
1956,2,49085.00,25478.00,23817.00,27896.26,24723.00
1956,3,38150.00,24346.00,49494.00,160551.06,114930.01
1956,4,346697.00,89237.00,96707.00,136476.06,105248.98
1956,5,362469.00,120529.00,197908.00,257253.55,221482.00
1956,6,477918.00,144407.00,164962.00,204778.95,176396.00
1956,7,556935.00,209274.00,245528.00,230122.21,198179.00
1956,8,624100.00,204843.00,223695.00,172411.68,133807.13
1956,9,424684.00,195754.00,207423.00,74008.82,57972.23
1956,10,287981.00,160823.00,157348.00,17956.38,17425.00
1956,11,267263.00,134401.00,78409.00,5882.12,10207.00
1956,12,80314.00,79606.00,19719.00,2475.20,7742.00
1957,1,31660.00,48773.00,9110.00,606.18,5379.00
1957,2,20153.00,34275.00,5201.00,106.24,3277.00
1957,3,21804.00,19545.00,8775.00,4813.52,9519.00
1957,4,20238.00,15357.00,6918.00,3872.27,8917.00
1957,5,36307.00,25443.00,17347.00,26775.09,24213.00
1957,6,79111.00,25694.00,14365.00,13989.81,16047.00
1957,7,129426.00,37463.00,32728.00,22628.19,20204.00
1957,8,99365.00,34517.00,34639.00,30946.07,27493.00
1957,9,157763.00,62199.00,38256.00,13692.02,15622.00
1957,10,300300.00,86579.00,55140.00,3977.92,9121.00
1957,11,82964.00,43293.00,27954.00,3312.95,8433.00
1957,12,48801.00,32645.00,17314.00,3102.73,8290.00
1958,1,30881.00,16699.00,10324.00,810.79,1377.00
1958,2,22311.00,12734.00,7912.00,782.43,571.00
1958,3,17165.00,10368.00,6800.00,428.91,748.00
1958,4,13093.00,8761.00,9673.00,20312.84,1170.00
1958,5,115102.00,29572.00,11181.00,1436.71,4870.00
1958,6,91867.00,20313.00,61864.00,216082.04,4172.00
1958,7,301079.00,49807.00,44418.00,48278.89,14034.00
1958,8,766919.00,198174.00,177138.00,54239.32,191278.00
1958,9,178967.00,72985.00,56837.00,29282.56,20938.00
1958,10,390956.00,99272.00,93093.00,11736.95,44044.29
1958,11,176508.00,61027.00,40493.00,3737.23,15338.00
1958,12,67467.00,34884.00,21972.00,860.49,6594.00
1959,1,26734.00,21379.00,15915.00,3265.66,2132.00
1959,2,21233.00,16454.00,10625.00,2523.68,1090.00
1959,3,21556.00,14139.00,9157.00,290.90,2352.00
1959,4,20388.00,10737.00,6135.00,71.53,1877.00
1959,5,14400.00,12001.00,10487.00,1413.79,1641.00
1959,6,22900.00,15647.00,15367.00,10298.36,3372.00
1959,7,28094.00,17981.00,22548.00,20675.84,3342.00
1959,8,160995.00,45457.00,36361.00,9517.20,3592.00
1959,9,223765.00,55919.00,82337.00,3542.47,4341.00
1959,10,129859.00,35389.00,24121.00,855.74,4399.00
1959,11,50082.00,20471.00,19271.00,2101.50,1287.00
1959,12,27097.00,15637.00,11352.00,1510.73,1209.00
1960,1,16816.00,10469.00,7616.00,324.40,1193.00
1960,2,12416.00,7535.00,5699.00,1286.24,614.00
1960,3,10051.00,6047.00,31535.00,85361.93,686.00
1960,4,21727.00,18303.00,30100.00,56345.30,1037.00
1960,5,304589.00,134633.00,114469.00,63996.29,26282.00
1960,6,233105.00,97809.00,119101.00,159572.05,29841.79
1960,7,417531.00,131593.00,157592.00,188016.86,42939.16
1960,8,389593.00,138468.00,160248.00,90080.43,92691.35
1960,9,315612.00,146936.00,192907.00,39678.89,171530.00
1960,10,199801.00,97136.00,95330.00,11596.34,37522.26
1960,11,170577.00,83939.00,67283.00,8956.50,6957.00
1960,12,64885.00,36027.00,21505.00,2106.31,4550.00
1961,1,26451.00,18829.00,11299.00,2533.18,1191.00
1961,2,13833.00,9833.00,8618.00,5518.96,585.00
1961,3,13721.00,9690.00,8714.00,5126.45,712.00
1961,4,22023.00,14534.00,10538.00,8535.36,1679.00
1961,5,21970.00,15155.00,23071.00,34655.43,2406.00
1961,6,57293.00,28474.00,23913.00,24834.52,4245.00
1961,7,162659.00,66190.00,56792.00,12393.91,5540.00
1961,8,176479.00,62581.00,63245.00,3103.01,27840.00
1961,9,129582.00,39327.00,27709.00,944.16,12052.00
1961,10,60093.00,28020.00,21769.00,2234.80,4710.00
1961,11,30690.00,15000.00,10578.00,1508.13,1533.00
1961,12,20147.00,9395.00,7667.00,1505.18,1210.00
1962,1,14776.00,6650.00,5126.00,948.97,1195.00
1962,2,10036.00,5245.00,4042.00,217.33,615.00
1962,3,8877.00,5196.00,5840.00,2923.67,705.00
1962,4,10070.00,4429.00,7788.00,12355.64,1170.00
1962,5,68289.00,18972.00,10684.00,5884.10,3402.00
1962,6,277042.00,38806.00,26351.00,33924.35,8493.00
1962,7,186782.00,40984.00,28789.00,8637.66,37778.94
1962,8,223207.00,72536.00,56970.00,8103.23,40166.51
1962,9,170823.00,44269.00,21676.00,3533.62,17189.00
1962,10,238715.00,54516.00,24097.00,656.46,9914.00
1962,11,91536.00,36306.00,22551.00,781.43,4119.00
1962,12,45039.00,20955.00,13611.00,1625.36,1393.00
1963,1,47383.00,19975.00,11156.00,145.21,2129.00
1963,2,31444.00,12012.00,7877.00,809.32,1687.00
1963,3,16442.00,8280.00,10263.00,11072.01,1210.00
1963,4,12932.00,6553.00,11911.00,26403.99,1170.00
1963,5,69242.00,25553.00,33179.00,33432.01,38919.27
1963,6,75543.00,37529.00,42141.00,33310.64,102712.37
1963,7,202189.00,70060.00,74402.00,28110.01,82461.81
1963,8,376167.00,82195.00,53755.00,13132.46,53904.73
1963,9,286198.00,73508.00,37195.00,4254.01,28582.00
1963,10,125533.00,48819.00,41850.00,662.63,39915.99
1963,11,79072.00,33891.00,23600.00,73.55,12481.00
1963,12,33010.00,18501.00,14384.00,518.38,1606.00
1964,1,16407.00,8708.00,6269.00,322.84,1210.00
1964,2,12580.00,6095.00,5791.00,1485.59,1131.00
1964,3,10606.00,4738.00,6101.00,4180.26,1209.00
1964,4,11782.00,6372.00,6876.00,14518.39,1396.00
1964,5,15945.00,11383.00,47139.00,116688.91,2658.00
1964,6,109074.00,35332.00,31874.00,40756.15,33803.18
1964,7,693317.00,119314.00,128191.00,130194.48,180074.00
1964,8,434543.00,127489.00,130332.00,158288.89,47388.88
1964,9,324879.00,120615.00,95773.00,11753.62,51651.65
1964,10,402356.00,140873.00,138769.00,7540.50,173568.00
1964,11,105794.00,44374.00,26111.00,1621.67,15523.00
1964,12,51194.00,32432.00,20220.00,420.68,2913.00
1965,1,26182.00,17448.00,12837.00,593.72,1251.00
1965,2,12522.00,8720.00,7393.00,1118.65,560.00
1965,3,12335.00,8236.00,7450.00,3763.48,704.00
1965,4,19255.00,12524.00,8791.00,3122.47,1171.00
1965,5,33419.00,18655.00,14254.00,14260.80,2371.00
1965,6,42469.00,17389.00,33347.00,60343.32,4511.00
1965,7,112163.00,49968.00,57640.00,44341.89,9286.00
1965,8,313585.00,97174.00,84058.00,4710.41,43098.82
1965,9,325365.00,82637.00,64686.00,1418.78,88095.66
1965,10,80106.00,35485.00,27052.00,3887.41,8280.00
1965,11,57958.00,28267.00,16882.00,1845.65,4772.00
1965,12,71453.00,24520.00,18282.00,1193.22,6071.00
1966,1,20937.00,10266.00,7112.00,21.52,1556.00
1966,2,14512.00,9788.00,6616.00,67.81,1368.00
1966,3,17789.00,10647.00,7433.00,252.45,2955.00
1966,4,16215.00,10414.00,7312.00,70.54,2925.00
1966,5,34415.00,20387.00,13459.00,653.62,4382.00
1966,6,33695.00,17965.00,10271.00,2.44,3759.00
1966,7,98695.00,40112.00,28957.00,727.87,5755.00
1966,8,346501.00,109820.00,104347.00,28784.13,29915.39
1966,9,268712.00,90553.00,74335.00,27407.02,24917.00
1966,10,215565.00,67022.00,50351.00,25237.94,27633.00
1966,11,147736.00,51606.00,42445.00,19970.45,8667.00
1966,12,266562.00,46369.00,37497.00,13945.35,22320.00
1967,1,58535.00,21898.00,17726.00,213.78,4579.00
1967,2,19770.00,10746.00,8063.00,11.12,1361.00
1967,3,15671.00,9342.00,5962.00,11.18,1521.00
1967,4,14249.00,8654.00,5333.00,21.31,1765.00
1967,5,12100.00,10781.00,10244.00,255.28,2612.00
1967,6,13339.00,10517.00,8761.00,3850.68,9943.00
1967,7,24401.00,13400.00,9145.00,3069.45,4477.00
1967,8,105498.00,36995.00,36063.00,32798.45,27064.00
1967,9,120234.00,42125.00,39176.00,10385.03,13396.00
1967,10,64957.00,24917.00,25665.00,577.60,5578.00
1967,11,19983.00,9076.00,7545.00,43.56,2142.00
1967,12,15939.00,8588.00,5928.00,11.14,1401.00
1968,1,13586.00,7727.00,4975.00,4.26,1209.00
1968,2,5460.00,9003.00,7071.00,1.17,1131.00
1968,3,6013.00,9619.00,7655.00,2.32,1209.00
1968,4,21296.00,15563.00,7681.00,320.20,1170.00
1968,5,311742.00,68215.00,36622.00,40021.65,39562.95
1968,6,415216.00,110057.00,85647.00,59171.85,140161.97
1968,7,190801.00,84313.00,70129.00,59691.73,60293.48
1968,8,461744.00,125491.00,119231.00,102671.27,124698.88
1968,9,205610.00,68611.00,40488.00,24249.02,30565.30
1968,10,501971.00,108444.00,44648.00,2981.29,16032.00
1968,11,193483.00,66883.00,33728.00,2735.51,9151.00
1968,12,77480.00,33249.00,19012.00,420.18,4397.00
1969,1,33353.00,16442.00,10062.00,21.19,1612.00
1969,2,19637.00,11614.00,7118.00,37.84,794.00
